"B00025197";"EV CONTROLLER MAESTRO 3G ZIGBEE";"G2B-M-3G-XB";"";"TETCSV";"Non";"";"";"Non";"Serie";"08/04/2026";"";"0";"10,00";"0,00";"";"";"";"";"Non";"0";"0";"0";"0";"0";"0";"0";"0";"Non";"Disponible";"Etiq_Article.xml";"";"0";"Non";"Oui";"";"";"";"";"";"";"";"";"";"";"";"Non";"Non";"0,000";"0";"Non";"Oui";"0";"Non";"Non";"0,00";"0";"0";"0";"0";"0";"0";"0,00";"0";"0";"0";"0";"10";"0";"0";"0";"Non";"";"";"Non";"Oui";"Non";"Oui";"";"Non";"0";"Non";"0";"0";"Actif";"Hausse";"1,00";"0,00";"0,00";"STANDARD";"UNITE";"UNITE";"UNITE";"UNITE";""
"B00025198";"STYLE PRO 7KVA SOCKET MID ZIGBEE";"GS2-PRO-B2-MIDM32-XB";"";"TETCSV";"Non";"";"";"Non";"Serie";"08/04/2026";"";"0";"10,00";"0,00";"";"";"13/04/2026";"";"Non";"0";"0";"0";"0";"0";"0";"0";"0";"Non";"Disponible";"Etiq_Article.xml";"";"0";"Non";"Oui";"";"";"";"";"";"";"";"";"";"";"";"Non";"Non";"0,000";"0";"Non";"Oui";"0";"Non";"Non";"0,00";"0";"2";"0";"0";"0";"0";"0,00";"0";"0";"0";"0";"11";"0";"0";"0";"Non";"";"";"Non";"Oui";"Non";"Oui";"";"Non";"0";"Non";"0";"0";"Actif";"Hausse";"1,00";"0,00";"0,00";"STANDARD";"UNITE";"UNITE";"UNITE";"UNITE";""
"B00025199";"MICRO EV PACK SMART 1P";"MEV-PCK-M-IN-BS";"";"TETCSV";"Non";"";"";"Non";"Serie";"08/04/2026";"";"0";"10,00";"0,00";"";"";"13/04/2026";"";"Non";"0";"0";"0";"0";"0";"0";"0";"0";"Non";"Disponible";"Etiq_Article.xml";"";"0";"Non";"Oui";"";"";"";"";"";"";"";"";"";"";"";"Non";"Non";"0,000";"0";"Non";"Oui";"0";"Non";"Non";"0,00";"0";"0";"0";"0";"0";"0";"0,00";"0";"0";"0";"0";"9";"0";"0";"0";"Non";"";"";"Non";"Oui";"Non";"Oui";"";"Non";"0";"Non";"0";"0";"Actif";"Hausse";"1,00";"0,00";"0,00";"STANDARD";"UNITE";"UNITE";"UNITE";"UNITE";""
"B00025200";"STREAM B2B HOME 7KVA PRISE T2S CONNECTEE";"GL2-B2BH-B2-M32-XWA";"";"TETCSV";"Non";"";"";"Non";"Serie";"08/04/2026";"";"0";"10,00";"0,00";"";"";"";"";"Non";"0";"0";"0";"0";"0";"0";"0";"0";"Non";"Disponible";"Etiq_Article.xml";"";"0";"Non";"Oui";"";"";"";"";"";"";"";"";"";"";"";"Non";"Non";"0,000";"0";"Non";"Oui";"0";"Non";"Non";"0,00";"0";"6";"0";"0";"0";"0";"0,00";"0";"0";"0";"0";"17";"0";"0";"0";"Non";"";"";"Non";"Oui";"Non";"Oui";"";"Non";"0";"Non";"0";"0";"Actif";"Hausse";"1,00";"0,00";"0,00";"STANDARD";"UNITE";"UNITE";"UNITE";"UNITE";""
"B00025201";"STYLE PRO 22KVA SOCKET MID ZIGBEE";"GS2-PRO-B-MID-T32-XB";"";"TETCSV";"Non";"";"";"Non";"Serie";"08/04/2026";"";"0";"10,00";"0,00";"";"";"";"";"Non";"0";"0";"0";"0";"0";"0";"0";"0";"Non";"Disponible";"Etiq_Article.xml";"";"0";"Non";"Oui";"";"";"";"";"";"";"";"";"";"";"";"Non";"Non";"0,000";"0";"Non";"Oui";"0";"Non";"Non";"0,00";"0";"1";"0";"0";"0";"0";"0,00";"0";"0";"0";"0";"6";"0";"0";"0";"Non";"";"";"Non";"Oui";"Non";"Oui";"";"Non";"0";"Non";"0";"0";"Actif";"Hausse";"1,00";"0,00";"0,00";"STANDARD";"UNITE";"UNITE";"UNITE";"UNITE";""
"B00025202";"PROTECTION ELECT 7KVA";"G-PE-7-ZER";"";"TETCSV";"Non";"";"";"Non";"";"08/04/2026";"";"0";"1,00";"0,00";"";"";"";"DS201C40";"Non";"0";"0";"0";"0";"0";"0";"0";"0";"Non";"Disponible";"Etiq_Article.xml";"";"0";"Non";"Non";"";"";"";"";"";"";"";"";"";"";"";"Non";"Non";"0,000";"0";"Non";"Oui";"0";"Non";"Non";"0,00";"0";"0";"0";"0";"0";"0";"0,00";"0";"0";"0";"0";"1";"0";"0";"0";"Non";"";"";"Non";"Non";"Non";"Non";"";"Non";"0";"Non";"1";"0";"Actif";"Hausse";"1,00";"0,00";"0,00";"STANDARD";"UNITE";"UNITE";"UNITE";"UNITE";""
"B00025203";"REPETEUR WIFI INDOOR";"MEV-PCK-IN-WIFI";"";"TETCSV";"Non";"";"";"Non";"Serie";"08/04/2026";"";"0";"10,00";"0,00";"";"";"";"";"Non";"0";"0";"0";"0";"0";"0";"0";"0";"Non";"Disponible";"Etiq_Article.xml";"";"0";"Non";"Oui";"";"";"";"";"";"";"";"";"";"";"";"Non";"Non";"0,000";"0";"Non";"Oui";"0";"Non";"Non";"0,00";"0";"0";"0";"0";"0";"0";"0,00";"0";"0";"0";"0";"2";"0";"0";"0";"Non";"";"";"Non";"Oui";"Non";"Oui";"";"Non";"0";"Non";"0";"0";"Actif";"Hausse";"1,00";"0,00";"0,00";"STANDARD";"UNITE";"UNITE";"UNITE";"UNITE";""
"B00025210";"-------------------------------";"A0A21T2S1031231";"";"TETCSV";"Non";"";"";"Non";"";"09/04/2026";"";"0";"1,00";"0,00";"";"";"09/04/2026";"";"Non";"0";"0";"0";"0";"0";"0";"0";"0";"Non";"Disponible";"Etiq_Article.xml";"";"0";"Non";"Non";"";"";"";"";"";"";"";"";"";"";"";"Non";"Non";"0,000";"0";"Oui";"Oui";"0";"Non";"Non";"0,00";"0";"0";"0";"0";"0";"0";"0,00";"0";"0";"0";"0";"0";"0";"0";"0";"Non";"";"";"Non";"Oui";"Non";"Non";"";"Non";"0";"Non";"1";"0";"Actif";"Hausse";"1,00";"0,00";"0,00";"STANDARD";"UNITE";"UNITE";"UNITE";"UNITE";""
"B00025212";"BORNES ENOVATES";"0A021T2S1031231";"";"TETCSV";"Non";"";"";"Non";"";"09/04/2026";"";"0";"-1,00";"0,00";"";"";"09/04/2026";"";"Non";"0";"0";"0";"0";"0";"0";"0";"0";"Non";"Disponible";"Etiq_Article.xml";"";"0";"Non";"Non";"";"";"";"";"";"";"";"";"";"";"";"Non";"Non";"0,000";"0";"Non";"Oui";"0";"Non";"Non";"0,00";"0";"0";"0";"0";"0";"0";"0,00";"0";"0";"0";"0";"2";"0";"0";"0";"Non";"";"";"Non";"Oui";"Non";"Non";"";"Non";"0";"Non";"1";"0";"Actif";"Hausse";"1,00";"0,00";"0,00";"STANDARD";"UNITE";"UNITE";"UNITE";"UNITE";""

